Unnamed: 0,trigger_products,recommended_products,confidence,lift,cluster,trigger_products_str,recommended_products_str
1973,"['FLORAL FOLK STATIONERY SET', 'SET OF 3 WOODEN HEART DECORATIONS']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, SET OF 3 WOODEN HEART DECORATIONS",REINDEER HEART DECORATION SILVER
1974,['REINDEER HEART DECORATION SILVER'],"['FLORAL FOLK STATIONERY SET', 'SET OF 3 WOODEN HEART DECORATIONS']",1.0,13.58333333333333,Stationery & Decorative,REINDEER HEART DECORATION SILVER,"FLORAL FOLK STATIONERY SET, SET OF 3 WOODEN HEART DECORATIONS"
1975,"['FLORAL FOLK STATIONERY SET', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",REINDEER HEART DECORATION SILVER
1976,"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 WOODEN SLEIGH DECORATIONS",RIBBON REEL CHRISTMAS SOCK BAUBLE
1977,"['SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 NOTEBOOKS IN PARCEL']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 NOTEBOOKS IN PARCEL",RIBBON REEL CHRISTMAS SOCK BAUBLE
1978,"['ROTATING SILVER ANGELS T-LIGHT HLDR', 'VINTAGE PAISLEY STATIONERY SET']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"ROTATING SILVER ANGELS T-LIGHT HLDR, VINTAGE PAISLEY STATIONERY SET",RIBBON REEL CHRISTMAS SOCK BAUBLE
1979,['SET/4 RED MINI ROSE CANDLE IN BOWL'],"['CHRISTMAS GINGHAM TREE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.8333333333333333,13.58333333333333,Stationery & Decorative,SET/4 RED MINI ROSE CANDLE IN BOWL,"CHRISTMAS GINGHAM TREE, PAPER CHAIN KIT 50'S CHRISTMAS"
1980,['SET/4 RED MINI ROSE CANDLE IN BOWL'],"['SMALL DOLLY MIX DESIGN ORANGE BOWL', 'LIPSTICK PEN BABY PINK']",0.8333333333333333,13.58333333333333,Stationery & Decorative,SET/4 RED MINI ROSE CANDLE IN BOWL,"SMALL DOLLY MIX DESIGN ORANGE BOWL, LIPSTICK PEN BABY PINK"
1981,['SET/4 RED MINI ROSE CANDLE IN BOWL'],"['SMALL MARSHMALLOWS PINK BOWL', 'LIPSTICK PEN BABY PINK']",0.8333333333333333,13.58333333333333,Stationery & Decorative,SET/4 RED MINI ROSE CANDLE IN BOWL,"SMALL MARSHMALLOWS PINK BOWL, LIPSTICK PEN BABY PINK"
1982,"['6 RIBBONS SHIMMERING PINKS', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"6 RIBBONS SHIMMERING PINKS, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",RIBBON REEL CHRISTMAS SOCK BAUBLE
1983,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['RED  HARMONICA IN BOX', 'WOODEN BOX OF DOMINOES']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"RED  HARMONICA IN BOX, WOODEN BOX OF DOMINOES"
1984,"['DOTCOM POSTAGE', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"DOTCOM POSTAGE, SET OF 3 WOODEN SLEIGH DECORATIONS",RIBBON REEL CHRISTMAS SOCK BAUBLE
1985,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['DOTCOM POSTAGE', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"DOTCOM POSTAGE, SET OF 3 WOODEN SLEIGH DECORATIONS"
1986,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['SWEETHEART CERAMIC TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"SWEETHEART CERAMIC TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR"
1987,['SET/4 RED MINI ROSE CANDLE IN BOWL'],"['PHOTO CUBE', 'SET OF 3 WOODEN HEART DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,SET/4 RED MINI ROSE CANDLE IN BOWL,"PHOTO CUBE, SET OF 3 WOODEN HEART DECORATIONS"
1988,"['ROTATING SILVER ANGELS T-LIGHT HLDR', 'TRADITIONAL KNITTING NANCY']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"ROTATING SILVER ANGELS T-LIGHT HLDR, TRADITIONAL KNITTING NANCY",RIBBON REEL CHRISTMAS SOCK BAUBLE
1989,"['RIBBON REEL CHRISTMAS SOCK BAUBLE', 'TRADITIONAL KNITTING NANCY']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"RIBBON REEL CHRISTMAS SOCK BAUBLE, TRADITIONAL KNITTING NANCY",ROTATING SILVER ANGELS T-LIGHT HLDR
1990,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['ROTATING SILVER ANGELS T-LIGHT HLDR', 'VINTAGE PAISLEY STATIONERY SET']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"ROTATING SILVER ANGELS T-LIGHT HLDR, VINTAGE PAISLEY STATIONERY SET"
1991,"['ROTATING SILVER ANGELS T-LIGHT HLDR', 'WOODEN BOX OF DOMINOES']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"ROTATING SILVER ANGELS T-LIGHT HLDR, WOODEN BOX OF DOMINOES",RIBBON REEL CHRISTMAS SOCK BAUBLE
1992,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['REINDEER HEART DECORATION SILVER', 'RED  HARMONICA IN BOX']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"REINDEER HEART DECORATION SILVER, RED  HARMONICA IN BOX"
1993,"['ROTATING LEAVES T-LIGHT HOLDER', 'RED  HARMONICA IN BOX']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, RED  HARMONICA IN BOX",REINDEER HEART DECORATION SILVER
1994,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['TRADITIONAL KNITTING NANCY', 'RECIPE BOX PANTRY YELLOW DESIGN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"TRADITIONAL KNITTING NANCY, RECIPE BOX PANTRY YELLOW DESIGN"
1995,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['WOODEN BOX OF DOMINOES', 'RECIPE BOX PANTRY YELLOW DESIGN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"WOODEN BOX OF DOMINOES, RECIPE BOX PANTRY YELLOW DESIGN"
1996,"['VICTORIAN GLASS HANGING T-LIGHT', 'RECIPE BOX PANTRY YELLOW DESIGN']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, RECIPE BOX PANTRY YELLOW DESIGN",RIBBON REEL CHRISTMAS SOCK BAUBLE
1997,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['VICTORIAN GLASS HANGING T-LIGHT', 'RECIPE BOX PANTRY YELLOW DESIGN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"VICTORIAN GLASS HANGING T-LIGHT, RECIPE BOX PANTRY YELLOW DESIGN"
1998,"['GARDENERS KNEELING PAD KEEP CALM', 'SET OF 3 WOODEN HEART DECORATIONS']",['SET OF 6 T-LIGHTS SNOWMEN'],0.9166666666666666,13.58333333333333,Stationery & Decorative,"GARDENERS KNEELING PAD KEEP CALM, SET OF 3 WOODEN HEART DECORATIONS",SET OF 6 T-LIGHTS SNOWMEN
1999,['SET OF 6 T-LIGHTS SNOWMEN'],"['GARDENERS KNEELING PAD KEEP CALM', 'SET OF 3 WOODEN HEART DECORATIONS']",1.0,13.58333333333333,Stationery & Decorative,SET OF 6 T-LIGHTS SNOWMEN,"GARDENERS KNEELING PAD KEEP CALM, SET OF 3 WOODEN HEART DECORATIONS"
2000,"['LIPSTICK PEN RED', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"LIPSTICK PEN RED, SET OF 3 WOODEN SLEIGH DECORATIONS",ROTATING SILVER ANGELS T-LIGHT HLDR
2001,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['LIPSTICK PEN RED', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"LIPSTICK PEN RED, SET OF 3 WOODEN SLEIGH DECORATIONS"
2002,"['JAM MAKING SET PRINTED', 'STAR WOODEN CHRISTMAS DECORATION']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"JAM MAKING SET PRINTED, STAR WOODEN CHRISTMAS DECORATION",REINDEER HEART DECORATION SILVER
2003,"['PIN CUSHION BABUSHKA PINK', 'ROTATING LEAVES T-LIGHT HOLDER']",['6 RIBBONS ELEGANT CHRISTMAS'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"PIN CUSHION BABUSHKA PINK, ROTATING LEAVES T-LIGHT HOLDER",6 RIBBONS ELEGANT CHRISTMAS
2004,['6 RIBBONS ELEGANT CHRISTMAS'],"['PIN CUSHION BABUSHKA PINK', 'ROTATING LEAVES T-LIGHT HOLDER']",1.0,13.58333333333333,Stationery & Decorative,6 RIBBONS ELEGANT CHRISTMAS,"PIN CUSHION BABUSHKA PINK, ROTATING LEAVES T-LIGHT HOLDER"
2005,"['SET/4 RED MINI ROSE CANDLE IN BOWL', 'CHRISTMAS GINGHAM TREE']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"SET/4 RED MINI ROSE CANDLE IN BOWL, CHRISTMAS GINGHAM TREE",ROTATING SILVER ANGELS T-LIGHT HLDR
2006,"['DOTCOM POSTAGE', 'SET OF 6 T-LIGHTS SANTA']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"DOTCOM POSTAGE, SET OF 6 T-LIGHTS SANTA",RIBBON REEL CHRISTMAS SOCK BAUBLE
2007,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['REINDEER HEART DECORATION SILVER', 'RED  HARMONICA IN BOX']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"REINDEER HEART DECORATION SILVER, RED  HARMONICA IN BOX"
2008,['REINDEER HEART DECORATION SILVER'],"['ROTATING LEAVES T-LIGHT HOLDER', 'GARDENERS KNEELING PAD KEEP CALM']",1.0,13.58333333333333,Stationery & Decorative,REINDEER HEART DECORATION SILVER,"ROTATING LEAVES T-LIGHT HOLDER, GARDENERS KNEELING PAD KEEP CALM"
2009,"['REINDEER HEART DECORATION SILVER', 'GARDENERS KNEELING PAD KEEP CALM']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"REINDEER HEART DECORATION SILVER, GARDENERS KNEELING PAD KEEP CALM",ROTATING SILVER ANGELS T-LIGHT HLDR
2010,"['6 RIBBONS SHIMMERING PINKS', 'GARDENERS KNEELING PAD KEEP CALM']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"6 RIBBONS SHIMMERING PINKS, GARDENERS KNEELING PAD KEEP CALM",RIBBON REEL CHRISTMAS SOCK BAUBLE
2011,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['6 RIBBONS SHIMMERING PINKS', 'GARDENERS KNEELING PAD KEEP CALM']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"6 RIBBONS SHIMMERING PINKS, GARDENERS KNEELING PAD KEEP CALM"
2012,"['6 RIBBONS SHIMMERING PINKS', 'GARDENERS KNEELING PAD KEEP CALM']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"6 RIBBONS SHIMMERING PINKS, GARDENERS KNEELING PAD KEEP CALM",ROTATING SILVER ANGELS T-LIGHT HLDR
2013,"['VICTORIAN GLASS HANGING T-LIGHT', 'SWEETHEART CERAMIC TRINKET BOX']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, SWEETHEART CERAMIC TRINKET BOX",RIBBON REEL CHRISTMAS SOCK BAUBLE
2014,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['RED  HARMONICA IN BOX', 'SET OF 6 T-LIGHTS SNOWMEN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"RED  HARMONICA IN BOX, SET OF 6 T-LIGHTS SNOWMEN"
2015,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['RED  HARMONICA IN BOX', 'SET OF 6 T-LIGHTS SANTA']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"RED  HARMONICA IN BOX, SET OF 6 T-LIGHTS SANTA"
2016,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['FLORAL FOLK STATIONERY SET', 'SET OF 6 T-LIGHTS SANTA']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"FLORAL FOLK STATIONERY SET, SET OF 6 T-LIGHTS SANTA"
2017,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['STAR WOODEN CHRISTMAS DECORATION', 'TRADITIONAL KNITTING NANCY']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"STAR WOODEN CHRISTMAS DECORATION, TRADITIONAL KNITTING NANCY"
2018,"['VICTORIAN GLASS HANGING T-LIGHT', 'STAR WOODEN CHRISTMAS DECORATION']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"VICTORIAN GLASS HANGING T-LIGHT, STAR WOODEN CHRISTMAS DECORATION",RIBBON REEL CHRISTMAS SOCK BAUBLE
2019,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['6 RIBBONS SHIMMERING PINKS', 'GARDENERS KNEELING PAD KEEP CALM']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"6 RIBBONS SHIMMERING PINKS, GARDENERS KNEELING PAD KEEP CALM"
2020,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['VICTORIAN GLASS HANGING T-LIGHT', 'STAR WOODEN CHRISTMAS DECORATION']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"VICTORIAN GLASS HANGING T-LIGHT, STAR WOODEN CHRISTMAS DECORATION"
2021,"['STAR WOODEN CHRISTMAS DECORATION', 'TRADITIONAL KNITTING NANCY']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"STAR WOODEN CHRISTMAS DECORATION, TRADITIONAL KNITTING NANCY",RIBBON REEL CHRISTMAS SOCK BAUBLE
2022,"['STAR WOODEN CHRISTMAS DECORATION', 'WOODEN BOX OF DOMINOES']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"STAR WOODEN CHRISTMAS DECORATION, WOODEN BOX OF DOMINOES",RIBBON REEL CHRISTMAS SOCK BAUBLE
2023,"['ROTATING LEAVES T-LIGHT HOLDER', 'GARDENERS KNEELING PAD KEEP CALM']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, GARDENERS KNEELING PAD KEEP CALM",REINDEER HEART DECORATION SILVER
2024,"['6 RIBBONS SHIMMERING PINKS', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"6 RIBBONS SHIMMERING PINKS, ROTATING SILVER ANGELS T-LIGHT HLDR",RIBBON REEL CHRISTMAS SOCK BAUBLE
2025,"['FLORAL FOLK STATIONERY SET', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, SET OF 3 WOODEN SLEIGH DECORATIONS",RIBBON REEL CHRISTMAS SOCK BAUBLE
2026,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['FLORAL FOLK STATIONERY SET', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"FLORAL FOLK STATIONERY SET, SET OF 3 WOODEN SLEIGH DECORATIONS"
2027,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['6 RIBBONS SHIMMERING PINKS', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"6 RIBBONS SHIMMERING PINKS, ROTATING SILVER ANGELS T-LIGHT HLDR"
2028,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 6 T-LIGHTS SANTA']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 6 T-LIGHTS SANTA"
2029,"['LIPSTICK PEN RED', 'GREEN REGENCY TEACUP AND SAUCER']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"LIPSTICK PEN RED, GREEN REGENCY TEACUP AND SAUCER",RIBBON REEL CHRISTMAS SOCK BAUBLE
2030,"['FLORAL FOLK STATIONERY SET', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, ROTATING SILVER ANGELS T-LIGHT HLDR",RIBBON REEL CHRISTMAS SOCK BAUBLE
2031,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['FLORAL FOLK STATIONERY SET', 'ROTATING SILVER ANGELS T-LIGHT HLDR']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"FLORAL FOLK STATIONERY SET, ROTATING SILVER ANGELS T-LIGHT HLDR"
2032,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['STAR WOODEN CHRISTMAS DECORATION', 'WOODEN BOX OF DOMINOES']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"STAR WOODEN CHRISTMAS DECORATION, WOODEN BOX OF DOMINOES"
2033,"['SMALL MARSHMALLOWS PINK BOWL', 'LIPSTICK PEN BABY PINK']",['SET/4 RED MINI ROSE CANDLE IN BOWL'],1.0,13.58333333333333,Stationery & Decorative,"SMALL MARSHMALLOWS PINK BOWL, LIPSTICK PEN BABY PINK",SET/4 RED MINI ROSE CANDLE IN BOWL
2034,"['CHRISTMAS GINGHAM TREE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"CHRISTMAS GINGHAM TREE, PAPER CHAIN KIT 50'S CHRISTMAS",ROTATING SILVER ANGELS T-LIGHT HLDR
2035,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['CHRISTMAS GINGHAM TREE', ""PAPER CHAIN KIT 50'S CHRISTMAS""]",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"CHRISTMAS GINGHAM TREE, PAPER CHAIN KIT 50'S CHRISTMAS"
2036,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'STAR WOODEN CHRISTMAS DECORATION']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"PINK CREAM FELT CRAFT TRINKET BOX, STAR WOODEN CHRISTMAS DECORATION"
2037,"['FLORAL FOLK STATIONERY SET', 'SET OF 6 T-LIGHTS SNOWMEN']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, SET OF 6 T-LIGHTS SNOWMEN",RIBBON REEL CHRISTMAS SOCK BAUBLE
2038,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['FLORAL FOLK STATIONERY SET', 'SET OF 6 T-LIGHTS SNOWMEN']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"FLORAL FOLK STATIONERY SET, SET OF 6 T-LIGHTS SNOWMEN"
2039,"['FLORAL FOLK STATIONERY SET', 'SET OF 6 T-LIGHTS SANTA']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"FLORAL FOLK STATIONERY SET, SET OF 6 T-LIGHTS SANTA",RIBBON REEL CHRISTMAS SOCK BAUBLE
2040,"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 3 WOODEN SLEIGH DECORATIONS",ROTATING SILVER ANGELS T-LIGHT HLDR
2041,['ROTATING SILVER ANGELS T-LIGHT HLDR'],"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,ROTATING SILVER ANGELS T-LIGHT HLDR,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 3 WOODEN SLEIGH DECORATIONS"
2042,"['PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 3 NOTEBOOKS IN PARCEL']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 3 NOTEBOOKS IN PARCEL",ROTATING SILVER ANGELS T-LIGHT HLDR
2043,['SET/4 RED MINI ROSE CANDLE IN BOWL'],"['ROTATING LEAVES T-LIGHT HOLDER', 'LIPSTICK PEN BABY PINK']",0.8333333333333333,13.58333333333333,Stationery & Decorative,SET/4 RED MINI ROSE CANDLE IN BOWL,"ROTATING LEAVES T-LIGHT HOLDER, LIPSTICK PEN BABY PINK"
2044,"['SMALL DOLLY MIX DESIGN ORANGE BOWL', 'LIPSTICK PEN BABY PINK']",['SET/4 RED MINI ROSE CANDLE IN BOWL'],1.0,13.58333333333333,Stationery & Decorative,"SMALL DOLLY MIX DESIGN ORANGE BOWL, LIPSTICK PEN BABY PINK",SET/4 RED MINI ROSE CANDLE IN BOWL
2045,"['ROTATING LEAVES T-LIGHT HOLDER', 'LIPSTICK PEN BABY PINK']",['SET/4 RED MINI ROSE CANDLE IN BOWL'],1.0,13.58333333333333,Stationery & Decorative,"ROTATING LEAVES T-LIGHT HOLDER, LIPSTICK PEN BABY PINK",SET/4 RED MINI ROSE CANDLE IN BOWL
2046,"['RETROSPOT TEA SET CERAMIC 11 PC', 'SET OF 3 WOODEN HEART DECORATIONS']",['REINDEER HEART DECORATION SILVER'],0.8333333333333333,13.58333333333333,Stationery & Decorative,"RETROSPOT TEA SET CERAMIC 11 PC, SET OF 3 WOODEN HEART DECORATIONS",REINDEER HEART DECORATION SILVER
2047,"['REINDEER HEART DECORATION SILVER', 'RETROSPOT TEA SET CERAMIC 11 PC']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"REINDEER HEART DECORATION SILVER, RETROSPOT TEA SET CERAMIC 11 PC",ROTATING SILVER ANGELS T-LIGHT HLDR
2048,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['PIZZA PLATE IN BOX', 'SET OF 6 T-LIGHTS SANTA']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"PIZZA PLATE IN BOX, SET OF 6 T-LIGHTS SANTA"
2049,"['PIZZA PLATE IN BOX', 'SET OF 6 T-LIGHTS SNOWMEN']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"PIZZA PLATE IN BOX, SET OF 6 T-LIGHTS SNOWMEN",RIBBON REEL CHRISTMAS SOCK BAUBLE
2050,"['PIZZA PLATE IN BOX', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"PIZZA PLATE IN BOX, SET OF 3 WOODEN SLEIGH DECORATIONS",RIBBON REEL CHRISTMAS SOCK BAUBLE
2051,['RIBBON REEL CHRISTMAS SOCK BAUBLE'],"['PIZZA PLATE IN BOX', 'SET OF 3 WOODEN SLEIGH DECORATIONS']",0.8333333333333333,13.58333333333333,Stationery & Decorative,RIBBON REEL CHRISTMAS SOCK BAUBLE,"PIZZA PLATE IN BOX, SET OF 3 WOODEN SLEIGH DECORATIONS"
2052,"['PIZZA PLATE IN BOX', 'SET OF 6 T-LIGHTS SANTA']",['RIBBON REEL CHRISTMAS SOCK BAUBLE'],1.0,13.58333333333333,Stationery & Decorative,"PIZZA PLATE IN BOX, SET OF 6 T-LIGHTS SANTA",RIBBON REEL CHRISTMAS SOCK BAUBLE
2053,"['PINK CREAM FELT CRAFT TRINKET BOX', 'WOODEN BOX OF DOMINOES']",['ROTATING SILVER ANGELS T-LIGHT HLDR'],1.0,13.58333333333333,Stationery & Decorative,"PINK CREAM FELT CRAFT TRINKET BOX, WOODEN BOX OF DOMINOES",ROTATING SILVER ANGELS T-LIGHT HLDR
